,segment_lenght
829915,0 days 00:05:13.830000000
829932,0 days 00:03:14.110000000
829941,0 days 00:04:43.040000000
829946,0 days 00:04:09.920000000
829953,0 days 00:03:59.210000000
829958,0 days 00:04:43.940000000
829967,0 days 00:03:08.910000000
829984,0 days 00:04:12.010000000
829994,0 days 00:03:25.070000000
830001,0 days 00:07:11.990000000
830010,0 days 00:03:32.060000000
830034,0 days 00:06:18.040000000
830042,0 days 00:04:08.030000000
830049,0 days 00:05:26.010000000
830055,0 days 00:03:10.030000000
830078,0 days 00:05:11.820000000
830089,0 days 00:03:13.110000000
830095,0 days 00:03:29.220000000
830207,0 days 00:04:43.060000000
830230,0 days 00:04:11.130000000
830234,0 days 00:07:35.890000000
830243,0 days 00:04:29.940000000
830252,0 days 00:03:33.940000000
830266,0 days 00:05:15.970000000
830433,0 days 00:04:25.810000000
830438,0 days 00:04:25.960000000
830736,0 days 00:04:27.060000000
830747,0 days 00:05:11.000000000
830754,0 days 00:05:30.070000000
830783,0 days 00:05:29.130000000
830789,0 days 00:04:33.970000000
830794,0 days 00:02:31.050000000
830800,0 days 00:02:16.900000000
830806,0 days 00:01:52.110000000
830810,0 days 00:01:11.920000000
830814,0 days 00:02:03.960000000
831804,0 days 00:03:05.950000000
831819,0 days 00:04:04.050000000
831825,0 days 00:06:20.010000000
831832,0 days 00:05:51.980000000
831845,0 days 00:04:49.030000000
831855,0 days 00:04:39.830000000
831868,0 days 00:05:45.010000000
831873,0 days 00:06:09.970000000
831883,0 days 00:04:46.030000000
831890,0 days 00:05:29.020000000
831896,0 days 00:05:22.770000000
831913,0 days 00:03:29.960000000
831925,0 days 00:03:13.990000000
831933,0 days 00:00:35.750000000
831937,0 days 00:00:28.250000000
832379,0 days 00:05:25.010000000
832388,0 days 00:03:26.050000000
832396,0 days 00:04:38.860000000
832402,0 days 00:05:35.060000000
832426,0 days 00:01:59.750000000
832434,0 days 00:05:36.130000000
832575,0 days 00:03:08.860000000
832596,0 days 00:04:52.070000000
832604,0 days 00:04:34.180000000
832610,0 days 00:04:05.770000000
832617,0 days 00:04:15.020000000
832622,0 days 00:03:55.200000000
832628,0 days 00:02:45.940000000
833055,0 days 00:05:13.000000000
833062,0 days 00:04:21.010000000
833068,0 days 00:02:11.070000000
833086,0 days 00:05:06.950000000
833091,0 days 00:05:28.000000000
833099,0 days 00:05:03.000000000
833105,0 days 00:06:59.020000000
833123,0 days 00:05:49.900000000
833132,0 days 00:05:20.020000000
833140,0 days 00:05:10.910000000
833638,0 days 00:03:04.890000000
833645,0 days 00:06:51.950000000
833655,0 days 00:03:45.150000000
833662,0 days 00:03:01.140000000
833671,0 days 00:04:31.100000000
833679,0 days 00:04:35.170000000
833714,0 days 00:04:37.040000000
833721,0 days 00:03:45.090000000
833731,0 days 00:05:01.890000000
833743,0 days 00:06:25.170000000
833749,0 days 00:06:03.050000000
833754,0 days 00:02:42.870000000
833759,0 days 00:08:04.970000000
833766,0 days 00:03:47.990000000
833777,0 days 00:08:53.050000000
833784,0 days 00:04:14.950000000
833790,0 days 00:02:29.850000000
834537,0 days 00:03:36.850000000
834546,0 days 00:04:12.980000000
834552,0 days 00:03:46.070000000
834566,0 days 00:03:00.930000000
834573,0 days 00:03:58.100000000
834580,0 days 00:04:05.100000000
834591,0 days 00:03:34.080000000
834603,0 days 00:02:57.060000000
834613,0 days 00:04:09.920000000
834625,0 days 00:02:20.930000000
834849,0 days 00:03:41.020000000
834859,0 days 00:04:34.090000000
834870,0 days 00:04:51.890000000
834876,0 days 00:03:42.160000000
834881,0 days 00:04:08.960000000
834887,0 days 00:04:22.950000000
834893,0 days 00:05:58.980000000
835481,0 days 00:04:33.000000000
835492,0 days 00:04:49.890000000
835503,0 days 00:04:14.190000000
835519,0 days 00:03:44.070000000
835824,0 days 00:03:39.970000000
835830,0 days 00:04:57.020000000
835837,0 days 00:05:11.860000000
835843,0 days 00:05:35.090000000
835850,0 days 00:06:52.970000000
835862,0 days 00:05:18.830000000
835867,0 days 00:03:59.230000000
838095,0 days 00:05:48.850000000
838102,0 days 00:04:06.110000000
838114,0 days 00:05:30.050000000
838123,0 days 00:04:40.980000000
838130,0 days 00:05:38.060000000
839592,0 days 00:02:48.120000000
839602,0 days 00:02:55.910000000
839609,0 days 00:02:45.080000000
839774,0 days 00:04:08.750000000
839787,0 days 00:05:43.080000000
839794,0 days 00:05:26.910000000
839799,0 days 00:06:15.940000000
840019,0 days 00:04:44.150000000
840029,0 days 00:04:30.040000000
840036,0 days 00:04:25.770000000
840053,0 days 00:05:33.810000000
840064,0 days 00:05:34.090000000
840070,0 days 00:03:38.060000000
842567,0 days 00:04:59.010000000
842583,0 days 00:05:55.090000000
842593,0 days 00:04:32.810000000
842826,0 days 00:03:47.030000000
842837,0 days 00:04:08.870000000
842852,0 days 00:03:21.920000000
842860,0 days 00:02:46.990000000
842871,0 days 00:01:16.960000000
842876,0 days 00:04:59.130000000
842891,0 days 00:06:03.910000000
842904,0 days 00:01:55.090000000
842914,0 days 00:04:19.900000000
842925,0 days 00:02:40.010000000
843438,0 days 00:03:29.810000000
843443,0 days 00:04:17.080000000
843454,0 days 00:05:26.940000000
843461,0 days 00:04:47.910000000
843651,0 days 00:05:47.930000000
843657,0 days 00:06:39.910000000
843677,0 days 00:03:18.040000000
843687,0 days 00:04:20.040000000
843707,0 days 00:04:14.850000000
843717,0 days 00:04:45.170000000
843723,0 days 00:03:39.830000000
843728,0 days 00:07:09.950000000
843732,0 days 00:02:28.150000000
847213,0 days 00:04:33.150000000
847225,0 days 00:05:25.890000000
847251,0 days 00:05:01.100000000
847265,0 days 00:04:12.010000000
847272,0 days 00:02:21.040000000
847277,0 days 00:04:44.750000000
847287,0 days 00:04:51.080000000
848237,0 days 00:03:48.040000000
848258,0 days 00:06:44.060000000
848266,0 days 00:04:18.840000000
848273,0 days 00:04:16.100000000
848283,0 days 00:03:05.020000000
848290,0 days 00:03:13.060000000
848459,0 days 00:03:28.170000000
848466,0 days 00:04:58.060000000
848491,0 days 00:07:00.870000000
848497,0 days 00:03:05.100000000
850660,0 days 00:04:03.920000000
850665,0 days 00:04:50.060000000
850673,0 days 00:06:27.060000000
850682,0 days 00:07:13.010000000
850688,0 days 00:05:50.200000000
850694,0 days 00:03:59.870000000
850698,0 days 00:05:41.050000000
850713,0 days 00:06:13.200000000
850720,0 days 00:07:35.940000000
850729,0 days 00:05:00.960000000
850738,0 days 00:05:02.110000000
850753,0 days 00:07:25.020000000
850763,0 days 00:06:01.130000000
850774,0 days 00:04:46.740000000
850779,0 days 00:05:52.130000000
850794,0 days 00:08:00.990000000
850801,0 days 00:06:17.040000000
850808,0 days 00:06:30.880000000
850815,0 days 00:05:27.900000000
850827,0 days 00:04:09.970000000
850832,0 days 00:07:08.900000000
850836,0 days 00:07:02.940000000
850844,0 days 00:06:23.160000000
850861,0 days 00:05:01.150000000
850872,0 days 00:06:21.930000000
850879,0 days 00:08:53.050000000
852004,0 days 00:08:39.000000000
852073,0 days 00:05:18.140000000
852085,0 days 00:06:10.100000000
852099,0 days 00:04:04.140000000
852105,0 days 00:04:35.920000000
852111,0 days 00:01:35.970000000
852115,0 days 00:03:26.060000000
852132,0 days 00:04:42.080000000
852138,0 days 00:02:57.930000000
852144,0 days 00:08:04.830000000
852157,0 days 00:04:04.030000000
852164,0 days 00:05:17.170000000
852182,0 days 00:04:58.860000000
852189,0 days 00:07:17.930000000
852198,0 days 00:04:40.210000000
852208,0 days 00:05:34.740000000
852214,0 days 00:04:00.090000000
852226,0 days 00:04:51.830000000
852325,0 days 00:05:17.090000000
852338,0 days 00:05:40.860000000
852349,0 days 00:02:18.830000000
857508,0 days 00:04:12.110000000
857516,0 days 00:03:36.970000000
857524,0 days 00:04:59.950000000
857533,0 days 00:04:45.030000000
857539,0 days 00:02:14.070000000
858032,0 days 00:05:22.260000000
858121,0 days 00:05:24.030000000
858128,0 days 00:02:25.030000000
858134,0 days 00:04:39.800000000
858141,0 days 00:05:41.160000000
858148,0 days 00:02:06.100000000
859143,0 days 00:05:45.060000000
859149,0 days 00:03:30.830000000
859157,0 days 00:04:34.170000000
859170,0 days 00:05:42.980000000
859181,0 days 00:02:48.100000000
859280,0 days 00:05:14.880000000
860874,0 days 00:05:03.950000000
860882,0 days 00:06:49.210000000
860890,0 days 00:06:55.050000000
861314,0 days 00:04:45.950000000
861324,0 days 00:04:50.070000000
861898,0 days 00:03:58.800000000
861909,0 days 00:02:57.980000000
861915,0 days 00:02:54.060000000
861921,0 days 00:05:50.030000000
861932,0 days 00:05:04.980000000
861941,0 days 00:03:11.890000000
861947,0 days 00:04:00.010000000
861958,0 days 00:03:14.970000000
861962,0 days 00:06:09.160000000
861978,0 days 00:04:30.920000000
861989,0 days 00:06:47.040000000
861999,0 days 00:05:22.920000000
862007,0 days 00:04:39.050000000
862552,0 days 00:05:39.090000000
862562,0 days 00:04:21.840000000
862566,0 days 00:03:57.920000000
862576,0 days 00:04:54.020000000
862581,0 days 00:04:18.020000000
864500,0 days 00:05:30.980000000
864510,0 days 00:04:28.840000000
864519,0 days 00:02:58.900000000
864536,0 days 00:02:49.930000000
864542,0 days 00:03:04.050000000
864548,0 days 00:02:47.100000000
864554,0 days 00:05:24.030000000
864562,0 days 00:03:41.960000000
864567,0 days 00:03:41.040000000
866728,0 days 00:03:37.110000000
866736,0 days 00:03:27.040000000
866744,0 days 00:04:33.990000000
866759,0 days 00:05:12.960000000
866764,0 days 00:04:36.970000000
868158,0 days 00:05:27.960000000
868165,0 days 00:04:39.010000000
868181,0 days 00:03:08.910000000
868186,0 days 00:01:12.060000000
868191,0 days 00:03:44.890000000
870821,0 days 00:04:22.120000000
870832,0 days 00:05:51.180000000
870856,0 days 00:04:36.270000000
870867,0 days 00:05:18.800000000
870876,0 days 00:04:49.020000000
870886,0 days 00:05:30.030000000
870916,0 days 00:06:10.180000000
870926,0 days 00:04:14.880000000
870934,0 days 00:05:59.120000000
876839,0 days 00:04:07.180000000
876848,0 days 00:01:40.870000000
876856,0 days 00:03:58.920000000
877951,0 days 00:05:49.090000000
877960,0 days 00:05:03.990000000
877967,0 days 00:03:47.880000000
877984,0 days 00:03:21.930000000
877991,0 days 00:04:20.070000000
877999,0 days 00:05:47.010000000
878008,0 days 00:05:35.000000000
878015,0 days 00:06:19.110000000
878032,0 days 00:02:27.770000000
878039,0 days 00:05:14.040000000
878049,0 days 00:05:06.160000000
878059,0 days 00:06:04.850000000
878068,0 days 00:05:15.130000000
878082,0 days 00:06:09.990000000
878093,0 days 00:05:19.760000000
878098,0 days 00:07:20.230000000
878103,0 days 00:05:39.830000000
878109,0 days 00:06:08.950000000
878118,0 days 00:06:39.100000000
878131,0 days 00:05:53.970000000
878292,0 days 00:04:24.970000000
878298,0 days 00:03:10.870000000
878302,0 days 00:04:55.110000000
878314,0 days 00:05:47.940000000
878322,0 days 00:03:21.880000000
878331,0 days 00:05:24.180000000
881273,0 days 00:08:37.930000000
881285,0 days 00:04:31.130000000
881292,0 days 00:04:07.850000000
881297,0 days 00:02:33.010000000
881303,0 days 00:03:39.980000000
881310,0 days 00:02:36.150000000
881319,0 days 00:03:38.820000000
881326,0 days 00:03:54.100000000
881336,0 days 00:02:46.090000000
881344,0 days 00:02:58.120000000
881355,0 days 00:03:15.990000000
881363,0 days 00:04:25.160000000
881369,0 days 00:03:12.940000000
881377,0 days 00:04:39.040000000
881389,0 days 00:03:42.760000000
881396,0 days 00:03:22.250000000
881401,0 days 00:07:40.900000000
881409,0 days 00:07:26.090000000
881427,0 days 00:03:05.930000000
881434,0 days 00:05:59.990000000
881442,0 days 00:05:05.960000000
881447,0 days 00:05:24.150000000
881953,0 days 00:07:43.900000000
881959,0 days 00:05:14.890000000
881964,0 days 00:04:02.090000000
881968,0 days 00:04:26.110000000
881980,0 days 00:03:16.110000000
881987,0 days 00:05:20.110000000
881994,0 days 00:04:15.840000000
882001,0 days 00:03:26.880000000
882007,0 days 00:04:30.170000000
882018,0 days 00:05:52.190000000
882025,0 days 00:07:47.860000000
882033,0 days 00:08:02.210000000
882048,0 days 00:04:25.090000000
882055,0 days 00:04:56.980000000
882064,0 days 00:04:27.020000000
882073,0 days 00:05:46.990000000
882080,0 days 00:07:54.040000000
882488,0 days 00:03:41.190000000
882496,0 days 00:02:46.870000000
882506,0 days 00:02:57.190000000
883158,0 days 00:03:22.920000000
883165,0 days 00:02:38.140000000
883170,0 days 00:02:46.870000000
883180,0 days 00:02:10.170000000
888057,0 days 00:04:53.030000000
888061,0 days 00:05:10.070000000
888229,0 days 00:03:51.050000000
888241,0 days 00:07:57.190000000
888248,0 days 00:05:25.840000000
888259,0 days 00:05:11.910000000
888269,0 days 00:03:58.920000000
888275,0 days 00:03:17.070000000
888279,0 days 00:04:02.990000000
888285,0 days 00:05:23.020000000
888310,0 days 00:03:26.140000000
888316,0 days 00:05:45.950000000
888323,0 days 00:02:36.150000000
888328,0 days 00:04:13.830000000
890132,0 days 00:05:10.000000000
890140,0 days 00:04:24.140000000
890144,0 days 00:05:42.850000000
896450,0 days 00:04:26.070000000
899027,0 days 00:04:13.130000000
899032,0 days 00:03:20.090000000
899038,0 days 00:02:58.900000000
899754,0 days 00:04:00.000000000
899761,0 days 00:08:08.800000000
899767,0 days 00:04:28.930000000
900696,0 days 00:07:01.900000000
900709,0 days 00:03:52.170000000
900714,0 days 00:07:33.960000000
901538,0 days 00:06:51.880000000
901543,0 days 00:04:54.010000000
903042,0 days 00:07:21.180000000
903050,0 days 00:05:40.880000000
903061,0 days 00:06:23.170000000
903065,0 days 00:04:32.830000000
903072,0 days 00:04:28.140000000
903078,0 days 00:04:55.060000000
903089,0 days 00:04:07.870000000
903094,0 days 00:05:34.990000000
903099,0 days 00:05:01.030000000
903105,0 days 00:05:33.130000000
903111,0 days 00:04:01.980000000
903123,0 days 00:00:51.900000000
903127,0 days 00:00:30.890000000
903132,0 days 00:00:13.130000000
903135,0 days 00:00:20.010000000
903139,0 days 00:00:17.010000000
903142,0 days 00:00:23.950000000
903145,0 days 00:00:27.160000000
903149,0 days 00:05:26.980000000
903168,0 days 00:05:06.100000000
903178,0 days 00:04:30.950000000
903183,0 days 00:04:22.840000000
903188,0 days 00:02:57.150000000
903195,0 days 00:02:53.970000000
903200,0 days 00:05:43.100000000
904390,0 days 00:03:58.910000000
904399,0 days 00:06:16.860000000
904408,0 days 00:04:39.070000000
904414,0 days 00:05:22.020000000
904429,0 days 00:06:01.030000000
904435,0 days 00:03:31.920000000
904443,0 days 00:02:40.950000000
904448,0 days 00:04:12.090000000
904453,0 days 00:03:07.870000000
904459,0 days 00:05:29.960000000
904702,0 days 00:03:49.850000000
904708,0 days 00:05:24.110000000
904723,0 days 00:03:45.010000000
904733,0 days 00:03:16.000000000
908147,0 days 00:04:37.030000000
908156,0 days 00:07:34.900000000
908179,0 days 00:05:09.850000000
908193,0 days 00:07:05.200000000
908318,0 days 00:04:39.030000000
908331,0 days 00:06:23.980000000
908336,0 days 00:05:01.250000000
908569,0 days 00:04:46.950000000
908585,0 days 00:04:01.840000000
908589,0 days 00:03:46.030000000
909279,0 days 00:05:05.140000000
909286,0 days 00:05:48.790000000
910060,0 days 00:04:23.160000000
910069,0 days 00:05:10.810000000
910083,0 days 00:03:00.010000000
910090,0 days 00:03:43.260000000
913447,0 days 00:03:52.080000000
914351,0 days 00:03:44.950000000
914363,0 days 00:06:37.060000000
914374,0 days 00:05:35.970000000
914382,0 days 00:04:23.060000000
914389,0 days 00:03:51.270000000
914399,0 days 00:04:52.900000000
914406,0 days 00:00:19.750000000
914413,0 days 00:00:14.220000000
914419,0 days 00:01:05.750000000
914424,0 days 00:00:13.160000000
914430,0 days 00:00:13.930000000
914436,0 days 00:00:15.180000000
914442,0 days 00:00:14.990000000
914448,0 days 00:00:41.930000000
914454,0 days 00:00:38.980000000
914460,0 days 00:01:14.110000000
914678,0 days 00:03:57.880000000
914960,0 days 00:05:19.970000000
914974,0 days 00:03:42.790000000
915291,0 days 00:05:06.900000000
915296,0 days 00:02:51.170000000
915300,0 days 00:03:50.880000000
916942,0 days 00:02:53.160000000
916947,0 days 00:03:30.900000000
916956,0 days 00:04:27.890000000
916962,0 days 00:04:43.060000000
916966,0 days 00:02:44.130000000
917045,0 days 00:06:50.180000000
917058,0 days 00:05:40.000000000
917065,0 days 00:06:05.910000000
917075,0 days 00:04:30.150000000
917090,0 days 00:05:55.110000000
917101,0 days 00:02:51.950000000
917118,0 days 00:05:33.770000000
917124,0 days 00:03:31.220000000
917342,0 days 00:07:12.170000000
917354,0 days 00:05:49.810000000
917360,0 days 00:06:34.080000000
917365,0 days 00:03:55.850000000
917370,0 days 00:06:54.160000000
917378,0 days 00:03:22.150000000
917382,0 days 00:04:37.000000000
918687,0 days 00:03:03.020000000
932746,0 days 00:05:20.840000000
932751,0 days 00:04:16.070000000
932765,0 days 00:04:18.150000000
932770,0 days 00:04:55.040000000
932774,0 days 00:05:07.020000000
932779,0 days 00:03:01.830000000
936019,0 days 00:05:24.850000000
936030,0 days 00:03:26.100000000
936037,0 days 00:04:16.830000000
936050,0 days 00:06:08.930000000
936059,0 days 00:03:59.090000000
936065,0 days 00:05:51.000000000
936074,0 days 00:05:27.910000000
936080,0 days 00:04:15.020000000
942752,0 days 00:04:54.030000000
942762,0 days 00:06:57.850000000
942772,0 days 00:06:11.060000000
942780,0 days 00:07:17.950000000
942784,0 days 00:04:57.050000000
942795,0 days 00:04:17.070000000
942801,0 days 00:02:16.100000000
942804,0 days 00:05:36.010000000
946790,0 days 00:04:55.930000000
946797,0 days 00:04:16.090000000
946804,0 days 00:03:15.070000000
960451,0 days 00:04:54.250000000
960458,0 days 00:06:13.960000000
960464,0 days 00:04:54.250000000
962086,0 days 00:07:09.820000000
962092,0 days 00:03:18.200000000
962102,0 days 00:03:10.160000000
962107,0 days 00:04:03.920000000
962115,0 days 00:03:03.050000000
962119,0 days 00:02:43.890000000
962134,0 days 00:04:21.070000000
962141,0 days 00:02:43.780000000
962148,0 days 00:03:30.230000000
962154,0 days 00:05:43.790000000
962166,0 days 00:02:34.180000000
967810,0 days 00:05:43.990000000
967820,0 days 00:05:40.880000000
967826,0 days 00:03:36.110000000
967834,0 days 00:03:24.940000000
